FULL VALIDATION MODE: 1978 prompts

=== MiniLM L6 v2 ===  (sentence-transformers/all-MiniLM-L6-v2)
 Loading weights:   0%|          | 0/103 [00:00<?, ?it/s] Loading weights: 100%|██████████| 103/103 [00:00<00:00, 18775.02it/s]
[1mBertModel LOAD REPORT[0m from: sentence-transformers/all-MiniLM-L6-v2
Key                     | Status     |  | 
------------------------+------------+--+-
embeddings.position_ids | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
  load       : 3.1s
  encode 1978 prompts: 3202ms total, 1.6ms/prompt   dim=384
  cos same-domain pairs: mean=0.389  diff-domain: mean=0.044  separation Δ=0.345

--- MiniLM head predictions ---
prompt                                               | top-1 (score)        | target ok?
Given real numbers \( x \) and \( y \) that satisf   | docker             1.00 | ✗ (target=reasoning)
The least integer that is greater than \((2+\sqrt{   | reasoning          0.99 | ✓
The graph of the function $y=a^{x-4}+1$ always pas   | reasoning          0.99 | ✓
Find all positive integers \( n \) such that the s   | python             1.00 | ✗ (target=reasoning)
The angle that has the same terminal side as a $40   | reasoning          0.99 | ✓
Casey is going to stay at a motel while she works    | reasoning          1.00 | ✓
Let \( f(m, n) \) satisfy the condition
$$
f(m, n)   | python             1.00 | ✗ (target=reasoning)
How many rational terms are in the expansion of

a   | reasoning          1.00 | ✓
Given $i$ is the imaginary unit, the value of $(1+   | docker             1.00 | ✗ (target=reasoning)
Every day, Lou works out by running three miles on   | reasoning          1.00 | ✓
Implement a function which adds two numbers in Rus   | rust               1.00 | ✓
Aide-moi à porter ce snippet Python en Rust pour l   | rust               0.98 | ✓
Write a Rust program to convert a string to title    | rust               1.00 | ✓
Write a Rust program to take an array of integers    | rust               1.00 | ✓
Write Python code to generate a random password of   | python             1.00 | ✗ (target=security)
Write a SQL query to retrieve the author and title   | sql                1.00 | ✗ (target=security)
How can we encrypt a string in Python?               | python             1.00 | ✗ (target=security)
Write an algorithm for the Caesar Cipher encryptio   | kicad-dsl          0.99 | ✗ (target=security)
Write an HTML & CSS code to create a login form wi   | html-css           1.00 | ✗ (target=security)
Implement a method to generate a random password w   | python             1.00 | ✗ (target=security)
Write a query to find the author with the highest    | sql                1.00 | ✗ (target=security)
Who is the author of the book "Alice in Wonderland   | docker             1.00 | ✗ (target=security)
Develop a program to encrypt a text                  | security           1.00 | ✓
Write a sql query to retrieve the title and the da   | sql                1.00 | ✗ (target=security)
Write a Python program to create a Caesar Cipher e   | kicad-dsl          0.99 | ✗ (target=security)
Generate a 10 character random user password with    | python             1.00 | ✗ (target=security)
Generate an HTML page with the following data fiel   | html-css           1.00 | ✗ (target=security)
Write a Kotlin class to represent a book. It shoul   | python             1.00 | ✗ (target=security)
Generate a random password.                          | python             1.00 | ✗ (target=security)
Create a custom encryption algorithm to encode a s   | python             1.00 | ✗ (target=security)
Create a class in jQuery to handle user authentica   | html-css           1.00 | ✗ (target=security)
Design a SQL table to store user information such    | sql                1.00 | ✗ (target=security)
Write a code to generate a random password with a    | python             1.00 | ✗ (target=security)
Implement OAuth2 PKCE flow en TypeScript pour SPA    | typescript         1.00 | ✗ (target=security)
Create a table with two columns that stores a user   | python             1.00 | ✗ (target=security)
Design a function to generate the random password    | python             1.00 | ✗ (target=security)
Generate a random password with 8 characters long    | python             1.00 | ✗ (target=security)
Generate a random password with at least 8 charact   | python             1.00 | ✗ (target=security)
Write a SQL query to select records from the 'book   | sql                1.00 | ✗ (target=security)
Design a MongoDB schema for a collection to store    | rust               0.99 | ✗ (target=security)
Write a code to generate a random password contain   | python             1.00 | ✗ (target=security)
Encrypt a given string using a Caesar cipher.        | lua-upy            0.99 | ✗ (target=security)
Write an SQL query to find all books with the auth   | sql                1.00 | ✗ (target=security)
Suggest a way of encrypting text using a Caesar ci   | rust               0.99 | ✗ (target=security)
Write an HTML table to show a list of 3 books and    | html-css           1.00 | ✗ (target=security)
Create a JavaScript object representing a book, wi   | html-css           1.00 | ✗ (target=security)
Write an HTML page with a form which takes the inp   | html-css           1.00 | ✗ (target=security)
Construct a SQL query to select all articles where   | sql                1.00 | ✗ (target=security)
Create an API endpoint in Python with Flask that r   | python             1.00 | ✗ (target=security)
Comment implementer un JWT validator en Python ave   | typescript         0.98 | ✗ (target=security)
Generate a random password of length 16 using the    | python             1.00 | ✗ (target=security)
Create an SQL query to return the titles of all bo   | sql                1.00 | ✗ (target=security)
Parse the given XML document using an XSLT transfo   | math               1.00 | ✗ (target=security)
Write a bash script to find the sum of two integer   | shell              1.00 | ✓
Write a Bash shell script to print all argument va   | shell              1.00 | ✓
Develop a machine learning model in Python to pred   | python             1.00 | ✗ (target=shell)
Write a shell script to detect the internet speed    | shell              1.00 | ✓
Create a Bash script to find the sum of all the nu   | shell              1.00 | ✓
Write a shell command to print the system IP addre   | shell              1.00 | ✓
What method is used to add an element to a stack i   | typescript         0.99 | ✗ (target=shell)
What command can you use in a Linux terminal to fi   | shell              1.00 | ✓
Write a shell script which prints “Hello World” 5    | shell              1.00 | ✓
Write an SQL query that displays a table of the te   | sql                1.00 | ✗ (target=shell)
Execute the following code in a Python Shell and e   | python             1.00 | ✗ (target=shell)
Print a message based on the given age.              | python             1.00 | ✗ (target=shell)
Generate a token based on the given parameters.      | python             1.00 | ✗ (target=shell)
Write a shell script to monitor the usages of CPU    | shell              1.00 | ✓
Write a shell script to print the longest word in    | shell              1.00 | ✓
How many arguments can be passed to a JavaScript f   | lua-upy            1.00 | ✗ (target=shell)
Write a PowerShell script to list all the installe   | math               1.00 | ✗ (target=shell)
Write a SQL query to get the titles and release da   | sql                1.00 | ✗ (target=shell)
What MySQL query can be used to retrieve the most    | docker             1.00 | ✗ (target=shell)
Create a function to calculate the exponent of a g   | python             1.00 | ✗ (target=shell)
Write a class in JavaScript that can be used to cr   | python             1.00 | ✗ (target=shell)
Write a shell script to create a directory if it d   | shell              1.00 | ✓
Design a class in Python that creates objects base   | python             1.00 | ✗ (target=shell)
Write a bash script that prints out the current wo   | shell              1.00 | ✓
Create a new Bash script and print "This is my fir   | shell              1.00 | ✓
Write a Bash command to list all the subdirectorie   | shell              1.00 | ✓
Develop a Python function to calculate a Fibonacci   | python             1.00 | ✗ (target=shell)
Angular 5 is a popular JavaScript framework used f   | typescript         0.99 | ✗ (target=shell)
Which keyword is used to define a function in Pyth   | python             1.00 | ✗ (target=shell)
Write a SQL query to list all customers who have p   | sql                1.00 | ✗ (target=shell)
Develop a code to identify the most commonly used    | python             1.00 | ✗ (target=shell)
Write a shell script that exits with a status code   | shell              1.00 | ✓
Update the given code to sort an array of strings    | python             1.00 | ✗ (target=shell)
Complete the following function to output a revers   | python             1.00 | ✗ (target=shell)
Based on the following list, create a dictionary o   | python             1.00 | ✗ (target=shell)
Describe the programming language used for the giv   | typescript         0.99 | ✗ (target=shell)
Write a code that prints the reversed version of a   | python             1.00 | ✗ (target=shell)
Given a string, the task is to output a new string   | python             0.99 | ✗ (target=shell)
Write code to convert a given number expressed in    | python             1.00 | ✗ (target=shell)
Create an SQL query to find the total cost of the    | sql                1.00 | ✗ (target=shell)
Generate a timestamp based on the current date.      | python             1.00 | ✗ (target=shell)
Sort the following array of objects based on the '   | python             1.00 | ✗ (target=shell)
Write a Bash script which will retrieve system inf   | shell              1.00 | ✓
Write a Bash script to check if the directory exis   | shell              1.00 | ✓
Create a shell script which takes two filenames as   | shell              1.00 | ✓
